date,open,high,low,close,volume,ticker
2010-06-29,1.2255574739429709,1.6125654391890343,1.1313210344055544,1.5409689656185124,288809710.62500864,AAPL
2010-06-30,1.7174344783161481,2.0839808065728165,1.5961772124504714,1.6325543922101744,246779837.12785897,AAPL
2010-07-01,1.6250316870629982,1.688852321672497,1.3206864249282668,1.4308332169725322,120640125.00893213,AAPL
2010-07-02,1.413498873022446,1.4904239817583613,1.1993586015788416,1.230801739774647,75199825.19356243,AAPL
2010-07-06,1.3294666653183984,1.377615531879242,1.090375512481935,1.1096970533550634,92496848.30089419,AAPL
2010-07-07,1.0519735372621288,1.0667914211675864,0.9609493932714608,1.0134855271180832,101319382.40201424,AAPL
2010-07-08,1.0404269710308571,1.1611389485536954,1.022014948358124,1.1460745663669136,103809474.67448801,AAPL
2010-07-09,1.219590698345067,1.233336932487431,1.1403173029526377,1.1989196695595574,68510698.69155331,AAPL
2010-07-12,1.1978042247278695,1.2511876784268312,1.166646566926919,1.1853411616074894,32787162.35928986,AAPL
2010-07-13,1.1038389623498883,1.1894049063662586,1.078379744107881,1.157437316543588,35905713.98569633,AAPL
2010-07-14,1.2231603460202176,1.3616236784693447,1.200150699998291,1.3407426781146448,62777922.99096409,AAPL
2010-07-15,1.3289495341519233,1.4430177024999633,1.2752881628107886,1.334990213852614,44377260.34324618,AAPL
2010-07-16,1.3886244850824774,1.486279316210988,1.3878918121801198,1.4402255909199433,35392916.941836424,AAPL
2010-07-19,1.4321473743128936,1.523497917545852,1.4185419742569214,1.4696900947680962,35768655.31666704,AAPL
2010-07-20,1.4517656303907405,1.4708782338467714,1.315105564228447,1.3401599096915342,24615738.68051751,AAPL
2010-07-21,1.3861167227325735,1.4370768963624472,1.3249645143767246,1.3738862810614036,21575287.91506857,AAPL
2010-07-22,1.3903068378758492,1.458242168667147,1.3895863116401839,1.4410524713305608,11408348.71130165,AAPL
2010-07-23,1.4200596267690058,1.4414206931886244,1.405317482338565,1.4233690877635947,9675218.977037033,AAPL
2010-07-26,1.4828085729883482,1.5168817100006977,1.4144532613132668,1.4583511678935943,10804870.830006393,AAPL
2010-07-27,1.4639684027814943,1.4793697736545266,1.415145009401678,1.4353658568744345,8884990.773589594,AAPL
2010-07-28,1.3213972426411094,1.3465243751714018,1.3213972426411094,1.3349272370804977,6844932.063472418,AAPL
2010-07-29,1.4242366848842678,1.4317451183353078,1.3713690849687254,1.3954372141131555,9895764.304613326,AAPL
2010-07-30,1.3613384343086747,1.367358947764746,1.3077558645496392,1.3338447561926152,6794379.168039956,AAPL
2010-08-02,1.3280364233159399,1.3895747329165289,1.3280364233159399,1.3704184526698941,12308341.289716154,AAPL
2010-08-03,1.449693269915013,1.5327573423891898,1.4238208538984662,1.5327573423891898,21184481.318853624,AAPL
2010-08-04,1.4205003788997728,1.4205003788997728,1.2810014515308572,1.3541906147942746,14856302.772403087,AAPL
2010-08-05,1.359488820509499,1.4035819282413526,1.3010873533149905,1.3269786704378892,13132299.575719697,AAPL
2010-08-06,1.3378258356568757,1.3518449686652563,1.3030784131289612,1.3077848363532034,10835024.507143207,AAPL
2010-08-09,1.2403603039731936,1.2701784894680945,1.235311218250415,1.243504074328886,8665745.574627522,AAPL
2010-08-10,1.3530698547644766,1.356486959318485,1.299224570883132,1.3137213780819557,15427919.718921786,AAPL
2010-08-11,1.2893498141567654,1.30519865496708,1.2257472765258302,1.2361059960096958,12010356.231628006,AAPL
2010-08-12,1.2032284959579436,1.2233948999796975,1.168945609120962,1.1830620919361898,10242063.419668589,AAPL
2010-08-13,1.1486725842622938,1.2022908791130615,1.141497622564361,1.1841595569845018,9634070.751237242,AAPL
2010-08-16,1.26201023236052,1.2824758162794452,1.2456377652253798,1.2790989949328224,7364441.153059087,AAPL
2010-08-17,1.2949216899459437,1.3397777772856712,1.2949216899459437,1.322581217243189,7735859.311590015,AAPL
2010-08-18,1.3123202264699614,1.3389767310701326,1.2644410432073465,1.2828955463920804,7339862.326255926,AAPL
2010-08-19,1.2368029570328936,1.2841336850811589,1.2227938620503203,1.25351380604782,9170936.093685098,AAPL
2010-08-20,1.281581584536711,1.3287589168467462,1.281581584536711,1.3231475160874029,5160037.120888239,AAPL
2010-08-23,1.2528360375445755,1.338084407821436,1.246929683945717,1.3256810652638327,15837944.381620789,AAPL
2010-08-24,1.3668073171931012,1.3668073171931012,1.3014906789854865,1.3186955347909624,8047303.805083991,AAPL
2010-08-25,1.2179422223292167,1.2807286967257572,1.189673886230315,1.27563270416371,8109388.57891687,AAPL
2010-08-26,1.3815547110237187,1.4186131314637924,1.371791444448855,1.3822895805508588,6109352.472365233,AAPL
2010-08-27,1.2932413848125397,1.293920353513784,1.2609418737390699,1.2738422790627077,4599128.680460029,AAPL
2010-08-30,1.2785313004056296,1.3103655907606622,1.2726901462120457,1.2850539225884652,9442732.8450628,AAPL
2010-08-31,1.3368837271963656,1.3651321217416137,1.3334690860974894,1.343816483366811,2865039.19494031,AAPL
2010-09-01,1.3379816449405102,1.4109159654942245,1.3366518466695447,1.3945492175438818,7240177.911232339,AAPL
2010-09-02,1.3315905129691603,1.38306474463752,1.3225068250276852,1.3713438569711003,6315252.146639149,AAPL
2010-09-03,1.4330682986063268,1.4595556631927804,1.4031172017277982,1.4296045663142518,5280430.101442759,AAPL
2010-09-07,1.365296730124472,1.3771004482523492,1.34434513044749,1.34690260270853,3592822.060589793,AAPL
2010-09-08,1.321450916634823,1.345240885760829,1.321450916634823,1.3419661531685851,4498282.026618014,AAPL
2010-09-09,1.400475751856842,1.408505427206125,1.3396509610860223,1.3858215943444003,5911066.950309021,AAPL
2010-09-10,1.3622629338958103,1.3740804392863617,1.2972666542477778,1.3242499582228702,6741349.823638109,AAPL
2010-09-13,1.3593038921100198,1.3791000603487154,1.3527711565912504,1.3718744589415914,6226549.567003323,AAPL
2010-09-14,1.3917317817207049,1.463589984428405,1.3911219525605265,1.4310657625522183,8139384.980401122,AAPL
2010-09-15,1.431374982084172,1.500963527720637,1.4183782978255968,1.499530822369298,11630914.598831782,AAPL
2010-09-16,1.4225062751928452,1.4773321375514585,1.3273982347313071,1.3357225803250232,43750023.192144774,AAPL
2010-09-17,1.3945040397645587,1.3964663334953187,1.2951138623015672,1.3232727773379727,17540906.23635739,AAPL
2010-09-20,1.3717029093982076,1.4461812969973842,1.3656064520231044,1.4225067208574003,14610743.48047577,AAPL
2010-09-21,1.4727915616902758,1.4908473449449864,1.4299350186776578,1.4368875329194144,10231370.720619142,AAPL
2010-09-22,1.330051134951916,1.335213412051564,1.2618899576917482,1.2663830507229232,15343758.248485992,AAPL
2010-09-23,1.3244591104310017,1.347235793617959,1.3043915481517443,1.3084050606075956,9102989.540048087,AAPL
2010-09-24,1.327744755083827,1.3437176243179183,1.3077786685412132,1.3377277983551341,10010077.084565304,AAPL
2010-09-27,1.3640648706017091,1.4051883827027185,1.3504920858196026,1.4038716199999768,7322577.697571183,AAPL
2010-09-28,1.4042725642770617,1.4391282566807915,1.3902097488980354,1.433101335804066,17452762.072441183,AAPL
2010-09-29,1.3884251129858953,1.4967196304691004,1.3884251129858953,1.4885924621776778,32096870.360989638,AAPL
2010-09-30,1.5307557381054258,1.5419283754845035,1.405455131984927,1.42038678754762,26939559.343497906,AAPL
2010-10-01,1.4439977966066397,1.47523738260087,1.4016160916078007,1.43004411486255,8337061.407404237,AAPL
2010-10-04,1.3341042926765647,1.4050905882495788,1.3341042926765647,1.3938403057814854,10545157.577414172,AAPL
2010-10-05,1.4687088239561432,1.477771069891192,1.4590215955428156,1.4666255490285458,5044374.406363715,AAPL
2010-10-06,1.3425582053097176,1.3552761712147172,1.2954156700378023,1.3043086837909224,4878106.939561826,AAPL
2010-10-07,1.3047804469037154,1.3092524574779496,1.2883196420240872,1.2959315749164009,2212699.638940753,AAPL
2010-10-08,1.3706855569846785,1.3948386064469636,1.3659555847983142,1.3706855569846785,4443491.14306283,AAPL
2010-10-11,1.3975530009122221,1.4111532459639031,1.3682051036954366,1.3702502533272685,2003769.5045742681,AAPL
2010-10-12,1.354319036667524,1.3596490217379467,1.3428545404783134,1.3569337463247124,2919109.9031292778,AAPL
2010-10-13,1.297966801652237,1.3677323971212179,1.297966801652237,1.315840631896356,4339772.630110773,AAPL
2010-10-14,1.4581576376698833,1.4581576376698833,1.3835864000774725,1.4072904906082115,4439420.766466687,AAPL
2010-10-15,1.3442259507303702,1.3448050672453686,1.3030121587463201,1.321640406645434,4664392.657052177,AAPL
2010-10-18,1.3130704118989236,1.3130704118989236,1.286350955842841,1.287018942244243,2625911.2230579397,AAPL
2010-10-19,1.3111356889412338,1.3247659701064356,1.298089562683112,1.3013997738232326,2961034.924902273,AAPL
2010-10-20,1.4108630702093456,1.4479192207885045,1.4024650757438137,1.4451898725872068,3910139.226551335,AAPL
2010-10-21,1.4076737998379139,1.4309301282631837,1.3967115657343725,1.4172017229372533,7385960.937718023,AAPL
2010-10-22,1.3284879684517956,1.344483399130188,1.32010482104806,1.3309932768713029,2681040.6891611386,AAPL
2010-10-25,1.3300312371653165,1.3338457671349595,1.3179201045116993,1.3338457671349595,1985121.0519648932,AAPL
2010-10-26,1.451606291452038,1.5262435803973975,1.431298249298602,1.4906521663140564,8911589.08597467,AAPL
2010-10-27,1.4075200969210664,1.4075200969210664,1.4075200969210664,1.4075200969210664,0.0,AAPL
2011-01-06,1.8759983989922786,1.9556185912765325,1.8724364430216676,1.9346659090964657,23653581.613551497,AAPL
2011-01-07,1.822916294106779,1.8740637863063971,1.822916294106779,1.8452441416631506,34551428.26902039,AAPL
2011-01-10,1.8079031043248386,1.8413203725931344,1.8008729585508167,1.839394305257786,16176281.364933979,AAPL
2011-01-11,1.9601300549733647,1.9670156374031458,1.8313593865477564,1.8470831792605402,29594878.556148387,AAPL
2011-01-12,1.8198799774772283,1.8461569138988465,1.7868316766700394,1.8164437627144012,16251716.931568386,AAPL
2011-01-13,1.8606703795443664,1.863362950917893,1.80609402901173,1.8157251496939601,10077619.525691133,AAPL
2011-01-14,1.7452623105324947,1.7618668115214382,1.6975367987079861,1.7094681766641133,15503971.095096957,AAPL
2011-01-18,1.8054607347850948,1.8054607347850948,1.7120748347100037,1.7736057666483693,27043454.595045853,AAPL
2011-01-19,1.6252643631563461,1.6380951437285425,1.5274417202976451,1.5454819907262223,28936754.18246851,AAPL
2011-01-20,1.6568704634562266,1.6740214810845158,1.5315756041357904,1.5576615830434877,34640897.51185664,AAPL
2011-01-21,1.5734022263842726,1.6229354505375129,1.5623604451667796,1.5822769290450618,20608847.146864623,AAPL
2011-01-24,1.5123630588620798,1.6068918220324275,1.5045909097833257,1.586781386291151,21380013.17666393,AAPL
2011-01-25,1.5701379154102475,1.5854255723484598,1.5300078159474408,1.5720488725275241,16551461.579884967,AAPL
2011-01-26,1.6896499140193808,1.6896499140193808,1.635397901719843,1.6794713000795052,14384255.38573308,AAPL
2011-01-27,1.7357040971763587,1.7517337179204875,1.713283581887185,1.7440855982190406,14945522.545833152,AAPL
